recordid,labsampleid,week,weeksample,week_in25,weekredcap,fase,sampletypex,ncqvalue_d1,nresult_d1,ncopyreaction_d1,orf1abcqvalue_d1,orf1abresult_d1,orf1abcopyreaction_d1,ncqvalue_d2,nresult_d2,ncopyreaction_d2,orf1abcqvalue_d2,orf1abresult_d2,orf1abcopyreaction_d2,naddedlod,orf1abaddedlod,reported_value_n_geomean_cr,reported_value_orf_geomean_cr,reported_value_n_geomean_cpst,reported_value_orf_geomean_cpst,rnabatch_num,pcrbatch_num,n_qual_sum,orf1ab_qual_sum,samplecollectiondate,humidity,airtemperaturecelsius,rainfallmm,anyrainduring24hoursbefore,_merge_arm2,dup_labsampleid,locationtype,totalpopulationinsampledsubdistr,locationname_num,district,subdistrict,typeofsamplingphase1_num,_merge_arm1,totalconfirmedcases,totaldeath,_merge_arm5,s4_ra_geomean_cpst_n,s4_ra_geomean_cpst_orf,_merge_ra,concase_plus7d,concase_plus14d,concase_plus21d,_merge_concase,ncqval_mean,orfcqval_mean,ncqval_cat,orfcqval_cat
2.0,200007.0,,,25,,2,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),,107.0,0.0,,,,,5.0,58.0,107.0,using only (2),,,,
2.0,101485.0,25.0,25.0,26,week_25_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.034,PCR COV.MCRI.034,Negative,Negative,2022-01-21,77.0,27.0,0.0889,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),5.0,0.0,matched (3),6.038863463456332,6.038863463456332,matched (3),58.0,107.0,148.0,matched (3),,,,
2.0,101508.0,26.0,26.0,27,week_26_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.034,PCR COV.MCRI.034,Negative,Negative,2022-01-28,85.0,28.0,0.07366,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),58.0,0.0,matched (3),5.155155385065932,5.155155385065932,matched (3),107.0,148.0,267.0,matched (3),,,,
2.0,101529.0,27.0,27.0,28,week_27_arm_4,2,sewage,30.05,positive,1450.0,29.17,positive,650.0,29.89,Positive,1740.0,28.97,positive,643.0,,,1590.0,646.0,317.0,129.0,RNA COV.MCRI.036,PCR COV.MCRI.036A,Positive,Positive,2022-02-06,86.0,27.0,0.00762,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),107.0,0.0,matched (3),1440.344267225012,586.6940652775853,matched (3),148.0,267.0,224.0,matched (3),29.97,29.07,25<Ct value<=30,3.0
2.0,101547.0,28.0,28.0,29,week_28_arm_4,2,sewage,29.61,positive,1960.0,28.51,positive,1010.0,29.58,Positive,2110.0,28.71,positive,770.0,,,2040.0,881.0,407.0,176.0,RNA COV.MCRI.036,PCR COV.MCRI.036A,Positive,Positive,2022-02-10,99.0,25.0,0.09144,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),148.0,0.0,matched (3),3981.3298986315194,1722.8021909161532,matched (3),267.0,224.0,275.0,matched (3),29.595001,28.61,25<Ct value<=30,3.0
2.0,101565.0,29.0,29.0,30,week_29_arm_4,2,sewage,25.98,positive,23900.0,25.74,positive,6370.0,25.94,Positive,21000.0,25.47,positive,7250.0,,,22400.0,6790.0,4480.0,1360.0,RNA COV.MCRI.036,PCR COV.MCRI.036A,Positive,Positive,2022-02-17,90.0,26.0,0.01524,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),267.0,0.0,matched (3),11440.90636420312,3467.63641370903,matched (3),224.0,275.0,244.0,matched (3),25.96,25.605,25<Ct value<=30,3.0
2.0,101583.0,30.0,30.0,31,week_30_arm_4,2,sewage,32.5,positive,152.0,31.8,positive,64.5,32.11,Positive,263.0,31.78,positive,93.6,,,200.0,77.7,40.0,15.5,RNA COV.MCRI.037,PCR COV.MCRI.037A&B,Positive,Positive,2022-02-25,95.0,28.0,0.0863,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),224.0,2.0,matched (3),86.16564364631837,33.51276558511914,matched (3),275.0,244.0,80.0,matched (3),32.305,31.79,30<Ct value<=35,2.0
2.0,101601.0,31.0,31.0,32,week_31_arm_4,2,sewage,26.08,positive,13300.0,26.65,positive,1900.0,26.43,Positive,11500.0,26.51,positive,3210.0,,,12300.0,2470.0,2470.0,494.0,RNA COV.MCRI.037,PCR COV.MCRI.037A&B,Positive,Positive,2022-03-04,74.0,28.0,0.0609,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),275.0,3.0,matched (3),11657.662187892625,2332.1592082154007,matched (3),244.0,80.0,22.0,matched (3),26.255001,26.58,25<Ct value<=30,3.0
2.0,101619.0,32.0,32.0,33,week_32_arm_4,2,sewage,35.26,positive,22.2,34.57,positive,10.5,36.58,Positive,13.5,34.68,positive,13.4,,,17.3,11.8,3.46,2.37,RNA COV.MCRI.037,PCR COV.MCRI.037A&B,Positive,Positive,2022-03-10,79.0,29.0,0.0177,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),244.0,5.0,matched (3),6.590097689164615,4.50677131235608,matched (3),80.0,22.0,17.0,matched (3),35.92,34.625,35<Ct value<=40,2.0
2.0,101637.0,33.0,33.0,34,week_33_arm_4,2,sewage,32.35,positive,175.0,31.89,positive,61.5,32.17,Positive,174.0,31.29,positive,73.1,,,175.0,67.0,34.9,13.4,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Positive,Positive,2022-03-17,84.0,29.0,0.0177,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),80.0,3.0,matched (3),76.85997823874418,29.50844988037312,matched (3),22.0,17.0,18.0,matched (3),32.26,31.59,30<Ct value<=35,2.0
2.0,101655.0,34.0,34.0,35,week_34_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Negative,Negative,2022-03-24,92.0,26.0,0.0,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),22.0,1.0,matched (3),0.958912660360441,0.958912660360441,matched (3),17.0,18.0,3.0,matched (3),,,,
2.0,101673.0,35.0,35.0,36,week_35_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Negative,Negative,2022-03-31,83.0,27.0,0.00508,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),17.0,2.0,matched (3),1.0971312483307345,1.0971312483307345,matched (3),18.0,3.0,2.0,matched (3),,,,
2.0,101691.0,36.0,36.0,37,week_36_arm_4,2,sewage,34.9,positive,30.8,34.0,positive,15.4,34.34,Positive,37.7,,negative,,,5.0,34.1,8.76,6.81,1.75,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Positive,Positive,2022-04-07,73.0,27.0,0.0635,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),18.0,0.0,matched (3),9.359788655810712,2.4079163402335775,matched (3),3.0,2.0,3.0,matched (3),34.620003,34.0,30<Ct value<=35,2.0
2.0,101709.0,37.0,37.0,38,week_37_arm_4,2,sewage,37.79,positive,6.83,35.43,positive,8.04,36.0,Positive,31.6,34.41,positive,27.7,,,14.7,14.9,2.94,2.98,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Positive,Positive,2022-04-14,75.0,28.0,0.0,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),3.0,1.0,matched (3),13.832473618976517,14.055982965319668,matched (3),2.0,3.0,1.0,matched (3),36.895,34.92,35<Ct value<=40,2.0
2.0,101727.0,38.0,38.0,39,week_38_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Negative,Negative,2022-04-21,83.0,27.0,1.1,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),2.0,0.0,matched (3),3.6734156596952023,3.6734156596952023,matched (3),3.0,1.0,1.0,matched (3),,,,
2.0,101745.0,39.0,39.0,40,week_39_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Negative,Negative,2022-04-27,83.0,26.0,0.0,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),3.0,0.0,matched (3),0.524758383922316,0.524758383922316,matched (3),1.0,1.0,0.0,matched (3),,,,
2.0,101763.0,40.0,40.0,41,week_40_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.040,PCR COV.MCRI.040A,Negative,Negative,2022-05-05,78.0,27.0,0.0,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),1.0,0.0,matched (3),2.197249484708944,2.197249484708944,matched (3),1.0,0.0,0.0,matched (3),,,,
2.0,101781.0,41.0,41.0,42,week_41_arm_4,2,sewage,30.0,positive,500.0,30.0,positive,500.0,30.0,Positive,600.0,30.0,positive,400.0,,,500.0,400.0,100.0,80.0,RNA COV.MCRI.040,PCR COV.MCRI.040A,Positive,Positive,2022-05-12,85.0,27.0,0.0,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),1.0,1.0,matched (3),557.7751498296201,431.3600960528909,matched (3),0.0,0.0,8.0,matched (3),30.0,30.0,25<Ct value<=30,3.0
2.0,101799.0,42.0,42.0,43,week_42_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.040,PCR COV.MCRI.040A,Negative,Negative,2022-05-19,86.0,25.0,0.0,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),0.0,0.0,matched (3),3.346785735631158,3.346785735631158,matched (3),0.0,8.0,1.0,matched (3),,,,
2.0,101817.0,43.0,43.0,44,week_43_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.040,PCR COV.MCRI.040A,Negative,Negative,2022-05-27,76.0,25.0,0.0,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),0.0,0.0,matched (3),1.5904810320104696,1.5904810320104696,matched (3),8.0,1.0,4.0,matched (3),,,,
2.0,101824.0,44.0,44.0,45,week_44_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.040,PCR COV.MCRI.040A,Negative,Negative,2022-05-31,83.0,27.0,0.0838,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 2,Sleman (semi urban),Mlati,Manholes (grab),matched (3),8.0,0.0,matched (3),2.4144323633623874,2.4144323633623874,matched (3),1.0,4.0,1.0,matched (3),,,,
3.0,100026.0,1.0,1.0,1,week_1_arm_4,1,sewage,27.85,positive,5090.0,26.61,positive,3000.0,27.85,Positive,5090.0,26.74,positive,2790.0,,,5090.0,2890.0,1020.0,578.0,RNA COV.MCRI.002,PCR COV.MCRI.002,Positive,Positive,2021-07-28,69.0,28.0,0.0,,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),297.0,14.0,matched (3),22266.97383936054,12635.168768401756,matched (3),224.0,181.0,186.0,matched (3),27.85,26.675,25<Ct value<=30,3.0
3.0,100062.0,2.0,2.0,2,week_2_arm_4,1,sewage,29.83,positive,1120.0,28.78,positive,612.0,29.76,Positive,1120.0,28.62,positive,631.0,,,1120.0,621.0,224.0,124.0,RNA COV.MCRI.003,PCR COV.MCRI.003A&B,Positive,Positive,2021-08-02,79.0,28.0,1.3,,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),224.0,19.0,matched (3),2424.389552587248,1346.2585221422476,matched (3),181.0,186.0,301.0,matched (3),29.795,28.7,25<Ct value<=30,3.0
3.0,100138.0,3.0,3.0,3,week_3_arm_4,1,sewage,29.64,positive,1650.0,28.82,positive,824.0,29.55,Positive,1760.0,28.64,positive,985.0,,,1710.0,901.0,341.0,180.0,RNA COV.MCRI.004,PCR COV.MCRI.004A&B,Positive,Positive,2021-08-09,78.0,27.0,0.0,,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),181.0,13.0,matched (3),1050.347775296394,554.8470752935633,matched (3),186.0,301.0,25.0,matched (3),29.595,28.73,25<Ct value<=30,3.0
3.0,100174.0,4.0,4.0,4,week_4_arm_4,1,sewage,29.76,positive,1470.0,28.67,positive,481.0,29.79,Positive,1450.0,28.72,positive,466.0,,,1460.0,473.0,292.0,94.7,RNA COV.MCRI.005,PCR COV.MCRI.005,Positive,Positive,2021-08-16,76.0,28.0,0.0,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),186.0,6.0,matched (3),634.631347368487,205.66127840618256,matched (3),301.0,25.0,77.0,matched (3),29.775002,28.695,25<Ct value<=30,3.0
3.0,100269.0,5.0,5.0,5,week_5_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.006,PCR COV.MCRI.006A&B,Negative,Negative,2021-08-27,80.0,26.0,0.0127,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),301.0,7.0,matched (3),0.5,0.5,matched (3),25.0,77.0,10.0,matched (3),,,,
3.0,100282.0,6.0,6.0,6,week_6_arm_4,1,sewage,33.21,positive,137.0,35.78,positive,1.37,32.79,Positive,188.0,32.98,positive,22.4,,,160.0,5.53,32.1,1.11,RNA COV.MCRI.006,PCR COV.MCRI.006A&B,Positive,Positive,2021-08-30,61.0,30.0,0.05,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),25.0,2.0,matched (3),32.09827409690434,1.1061370620316455,matched (3),77.0,10.0,15.0,matched (3),33.0,34.379997,30<Ct value<=35,2.0
3.0,100381.0,7.0,7.0,7,week_7_arm_4,1,sewage,38.12,positive,4.03,,negative,,38.11,Positive,4.06,,negative,,,,4.05,2.5,0.809,0.5,RNA COV.MCRI.010,PCR COV.MCRI.010,Positive,Negative,2021-09-10,72.0,28.0,0.00762,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),77.0,1.0,matched (3),0.809295496095215,0.5,matched (3),10.0,15.0,2.0,matched (3),38.114998,,35<Ct value<=40,
3.0,100394.0,8.0,8.0,8,week_8_arm_4,1,sewage,34.92,positive,32.6,34.79,positive,12.1,35.07,Positive,29.6,35.25,positive,8.98,,,31.1,10.4,6.21,2.08,RNA COV.MCRI.010,PCR COV.MCRI.010,Positive,Positive,2021-09-13,84.0,28.0,0.139,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),10.0,2.0,matched (3),13.978811178784413,4.685850457742177,matched (3),15.0,2.0,3.0,matched (3),34.995,35.02,30<Ct value<=35,1.0
3.0,100493.0,9.0,9.0,9,week_9_arm_4,1,sewage,35.63,positive,10.4,,negative,,35.84,Positive,12.4,,negative,,,,11.3,2.5,2.27,0.5,RNA COV.MCRI.012,PCR COV.MCRI.012A,Positive,Negative,2021-09-24,78.0,28.0,0.0381,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),15.0,0.0,matched (3),4.892171193108496,1.0797761797711407,matched (3),2.0,3.0,1.0,matched (3),35.735,,35<Ct value<=40,
3.0,100506.0,10.0,10.0,10,week_10_arm_4,1,sewage,29.74,positive,819.0,29.26,positive,371.0,29.55,Positive,1050.0,29.14,positive,478.0,,,925.0,421.0,185.0,84.2,RNA COV.MCRI.012,PCR COV.MCRI.012A,Positive,Positive,2021-09-27,71.0,29.0,0.01,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),2.0,0.0,matched (3),606.6062655763126,275.8738982390233,matched (3),3.0,1.0,5.0,matched (3),29.645,29.2,25<Ct value<=30,3.0
3.0,100612.0,11.0,11.0,11,week_11_arm_4,1,sewage,36.74,positive,14.4,35.59,positive,5.19,36.37,Positive,18.0,36.7,positive,2.56,,,16.1,3.65,3.22,0.729,RNA COV.MCRI.014,PCR COV.MCRI.014,Positive,Positive,2021-10-08,77.0,27.0,0.0,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),3.0,1.0,matched (3),19.53346454122853,4.43004924974653,matched (3),1.0,5.0,9.0,matched (3),36.555,36.145,35<Ct value<=40,1.0
3.0,100627.0,12.0,12.0,12,week_12_arm_4,1,sewage,34.4,positive,46.3,33.48,positive,24.6,34.14,Positive,43.8,33.41,positive,14.6,,,45.0,18.9,9.0,3.79,RNA COV.MCRI.015re,PCR COV.MCRI.015reA&B,Positive,Positive,2021-10-11,56.0,30.0,0.01016,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),1.0,0.0,matched (3),22.531963349092955,9.479015996575265,matched (3),5.0,9.0,1.0,matched (3),34.27,33.445,30<Ct value<=35,2.0
3.0,100727.0,13.0,13.0,13,week_13_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.016,PCR COV.MCRI.016 A&B,Negative,Negative,2021-10-21,70.0,29.0,0.0,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),5.0,1.0,matched (3),2.194091158315769,2.194091158315769,matched (3),9.0,1.0,5.0,matched (3),,,,
3.0,100758.0,14.0,14.0,14,week_14_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.017,PCR COV.MCRI.017 A&B,Negative,Negative,2021-10-25,78.0,29.0,0.0127,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),9.0,0.0,matched (3),1.2614662201548772,1.2614662201548772,matched (3),1.0,5.0,4.0,matched (3),,,,
3.0,100870.0,15.0,15.0,15,week_15_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.018,PCR COV.MCRI.018 A&B,Negative,Negative,2021-11-05,75.0,28.0,0.0,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),1.0,1.0,matched (3),1.650820138394244,1.650820138394244,matched (3),5.0,4.0,1.0,matched (3),,,,
3.0,100885.0,16.0,16.0,16,week_16_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.019,PCR COV.MCRI.019,Negative,Negative,2021-11-08,84.0,28.0,0.1016,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),5.0,0.0,matched (3),0.5,0.5,matched (3),4.0,1.0,2.0,matched (3),,,,
3.0,100997.0,17.0,17.0,17,week_17_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.022,PCR COV.MCRI.022A,Negative,Negative,2021-11-19,72.0,29.0,0.02032,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),4.0,0.0,matched (3),1.7932766441192272,1.7932766441192272,matched (3),1.0,2.0,1.0,matched (3),,,,
3.0,101012.0,18.0,18.0,18,week_18_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.022,PCR COV.MCRI.022A,Negative,Negative,2021-11-22,95.0,29.0,0.06096,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),1.0,0.0,matched (3),1.3290163785662332,1.3290163785662332,matched (3),2.0,1.0,0.0,matched (3),,,,
3.0,101124.0,19.0,19.0,19,week_19_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.024,PCR COV.MCRI.024,Negative,Negative,2021-12-02,69.0,29.0,0.0,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),2.0,0.0,matched (3),2.5797174661666498,2.5797174661666498,matched (3),1.0,0.0,3.0,matched (3),,,,
3.0,101139.0,20.0,20.0,20,week_20_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.025,PCR COV.MCRI.025,Negative,Negative,2021-12-06,90.0,26.0,0.294641,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),1.0,0.0,matched (3),1.0050626011249422,1.0050626011249422,matched (3),0.0,3.0,0.0,matched (3),,,,
3.0,101251.0,21.0,21.0,21,week_21_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.029,PCR COV.MCRI.029A&B,Negative,Negative,2021-12-16,88.0,28.0,0.04572,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),0.0,0.0,matched (3),0.9349803733230722,0.9349803733230722,matched (3),3.0,0.0,0.0,matched (3),,,,
3.0,101266.0,22.0,22.0,22,week_22_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.029,PCR COV.MCRI.029A&B,Negative,Negative,2021-12-20,91.0,27.0,0.403861,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),3.0,0.0,matched (3),0.6905951867086559,0.6905951867086559,matched (3),0.0,0.0,1.0,matched (3),,,,
3.0,101361.0,23.0,23.0,23,week_23_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.032,PCR COV.MCRI.032A&B,Negative,Negative,2021-12-29,77.0,28.0,0.01016,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),0.0,0.0,matched (3),0.5,0.5,matched (3),0.0,1.0,5.0,matched (3),,,,
3.0,101394.0,24.0,24.0,24,week_24_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.033,PCR COV.MCRI.033A,Negative,Negative,2022-01-03,73.0,28.0,0.05334,Yes,matched (3),0.0,Manhole,100524.0,Mlati Manhole 3,Sleman (semi urban),Mlati,Manholes (grab),matched (3),0.0,0.0,matched (3),1.0789995022179233,1.0789995022179233,matched (3),1.0,5.0,58.0,matched (3),,,,
4.0,100027.0,1.0,1.0,1,week_1_arm_4,1,sewage,34.47,positive,102.0,33.94,positive,47.4,35.03,Positive,72.9,33.92,positive,47.9,,,86.1,47.7,17.2,9.53,RNA COV.MCRI.002,PCR COV.MCRI.002,Positive,Positive,2021-07-28,69.0,27.0,0.0,,matched (3),0.0,Manhole,100524.0,Mlati Manhole 4,Sleman (semi urban),Mlati,Manholes (grab),matched (3),297.0,14.0,matched (3),352.9833446896116,195.4621475930265,matched (3),224.0,181.0,186.0,matched (3),34.75,33.93,30<Ct value<=35,2.0
4.0,100063.0,2.0,2.0,2,week_2_arm_4,1,sewage,29.73,positive,1200.0,28.3,positive,819.0,29.55,Positive,1280.0,28.42,positive,716.0,,,1240.0,765.0,248.0,153.0,RNA COV.MCRI.003,PCR COV.MCRI.003A&B,Positive,Positive,2021-08-02,79.0,28.0,1.3,,matched (3),0.0,Manhole,100524.0,Mlati Manhole 4,Sleman (semi urban),Mlati,Manholes (grab),matched (3),224.0,19.0,matched (3),663.3188864476001,410.1735005429806,matched (3),181.0,186.0,301.0,matched (3),29.64,28.36,25<Ct value<=30,3.0
4.0,100139.0,3.0,3.0,3,week_3_arm_4,1,sewage,33.73,positive,120.0,31.68,positive,140.0,33.27,Positive,196.0,32.35,positive,132.0,,,153.0,136.0,30.6,27.2,RNA COV.MCRI.004,PCR COV.MCRI.004A&B,Positive,Positive,2021-08-09,77.0,27.0,0.0,,matched (3),0.0,Manhole,100524.0,Mlati Manhole 4,Sleman (semi urban),Mlati,Manholes (grab),matched (3),181.0,13.0,matched (3),43.206629910772,38.327142468175275,matched (3),186.0,301.0,25.0,matched (3),33.5,32.015,30<Ct value<=35,2.0
4.0,100175.0,4.0,4.0,4,week_4_arm_4,1,sewage,36.23,positive,30.9,36.18,positive,3.81,36.31,Positive,29.5,34.18,positive,13.8,,,30.2,7.25,6.04,1.45,RNA COV.MCRI.005,PCR COV.MCRI.005,Positive,Positive,2021-08-16,77.0,28.0,0.0,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 4,Sleman (semi urban),Mlati,Manholes (grab),matched (3),186.0,6.0,matched (3),6.038283199718276,1.4501678523536505,matched (3),301.0,25.0,77.0,matched (3),36.27,35.18,35<Ct value<=40,1.0
4.0,100270.0,5.0,5.0,5,week_5_arm_4,1,sewage,34.8,positive,50.0,34.49,positive,3.82,34.34,Positive,73.2,33.86,positive,12.4,,,60.5,6.88,12.1,1.38,RNA COV.MCRI.006,PCR COV.MCRI.006A&B,Positive,Positive,2021-08-27,79.0,26.0,0.0127,No,matched (3),0.0,Manhole,100524.0,Mlati Manhole 4,Sleman (semi urban),Mlati,Manholes (grab),matched (3),301.0,7.0,matched (3),23.672215725105236,2.6927974627185884,matched (3),25.0,77.0,10.0,matched (3),34.57,34.175003,30<Ct value<=35,2.0
